520,232,0,528,312,0,472,320,0,376,208,0,736,552,0,584,312,0,632,256,0,664,208,0,712,552,0,720,560,0,728,584,0,728,600,0,712,552,0,728,584,0,728,608,0,504,216,0,536,216,0,488,240,0,552,232,0,736,608,0,736,608,0,736,608,0,744,608,0,736,608,0,728,608,0
512,240,0,520,320,0,464,320,0,368,216,0,824,536,0,568,320,0,656,216,0,688,112,0,832,544,0,832,544,0,464,704,0,448,880,0,832,544,0,584,704,0,616,872,0,496,224,0,528,224,0,480,248,0,544,240,0,632,912,0,640,912,0,616,880,0,424,920,0,416,920,0,456,888,0
520,256,0,528,344,0,472,344,0,368,248,0,320,160,0,584,336,0,664,240,0,696,136,0,528,528,0,496,528,0,456,712,0,448,888,0,568,528,0,600,712,0,616,872,0,504,248,0,536,248,0,488,264,0,552,264,0,616,912,0,632,912,0,616,880,0,424,920,0,416,920,0,464,888,0
512,240,0,520,320,0,464,328,0,368,224,0,696,104,0,576,320,0,656,216,0,696,112,0,528,512,0,496,504,0,464,704,0,448,888,0,560,512,0,592,696,0,616,872,0,496,224,0,528,224,0,480,248,0,552,240,0,616,912,0,624,904,0,624,872,0,424,920,0,424,920,0,456,896,0
520,232,0,520,312,0,464,320,0,368,224,0,328,120,0,576,312,0,672,216,0,704,104,0,528,512,0,488,512,0,464,704,0,448,880,0,568,512,0,584,704,0,616,872,0,504,216,0,536,216,0,480,240,0,552,232,0,616,912,0,624,912,0,624,872,0,416,920,0,416,920,0,456,896,0
520,232,0,528,320,0,472,320,0,368,224,0,328,128,0,584,312,0,672,216,0,704,104,0,528,512,0,488,512,0,472,704,0,448,888,0,568,520,0,600,704,0,616,872,0,504,216,0,536,216,0,488,240,0,552,240,0,616,904,0,624,904,0,624,872,0,424,920,0,416,920,0,464,896,0
528,232,0,528,320,0,472,320,0,376,232,0,328,128,0,584,320,0,680,216,0,712,112,0,528,520,0,488,520,0,464,704,0,448,888,0,568,520,0,600,704,0,616,872,0,504,224,0,536,224,0,488,240,0,560,240,0,616,904,0,624,904,0,624,872,0,416,920,0,416,920,0,464,896,0
528,232,0,528,320,0,480,320,0,376,232,0,328,136,0,592,312,0,680,216,0,712,104,0,528,520,0,488,520,0,472,704,0,448,888,0,568,520,0,600,712,0,616,872,0,512,224,0,544,224,0,496,240,0,560,240,0,616,920,0,616,920,0,616,880,0,416,920,0,416,920,0,464,888,0
528,232,0,528,312,0,480,312,0,376,224,0,712,96,0,584,312,0,680,208,0,832,536,0,832,544,0,832,544,0,832,560,0,448,888,0,840,544,0,840,560,0,616,872,0,512,216,0,544,216,0,496,240,0,560,232,0,616,904,0,736,608,0,624,872,0,416,920,0,416,920,0,456,896,0
528,240,0,528,328,0,472,328,0,368,240,0,200,672,0,584,320,0,680,224,0,704,112,0,536,528,0,496,520,0,472,704,0,448,888,0,568,528,0,592,704,0,616,872,0,512,224,0,544,224,0,488,248,0,560,248,0,608,904,0,616,912,0,616,880,0,416,920,0,416,920,0,456,896,0
