504,184,0,800,520,0,800,520,0,720,592,0,736,608,0,808,520,0,808,528,0,432,920,0,808,544,0,808,544,0,800,560,0,808,576,0,808,544,0,800,560,0,808,576,0,496,168,0,520,168,0,480,192,0,544,192,0,808,576,0,808,576,0,808,576,0,808,576,0,808,576,0,808,576,0
496,176,0,512,256,0,448,264,0,344,152,0,200,664,0,568,240,0,656,144,0,200,664,0,520,512,0,472,512,0,448,704,0,432,888,0,568,512,0,592,696,0,728,600,0,488,168,0,512,168,0,472,184,0,536,184,0,736,608,0,736,608,0,728,600,0,392,928,0,392,928,0,448,896,0
504,400,0,504,448,0,448,440,0,352,360,0,440,888,0,568,440,0,664,344,0,728,232,0,528,656,0,480,664,0,448,760,0,440,888,0,568,656,0,576,736,0,624,896,0,496,384,0,520,384,0,472,384,0,544,384,0,656,928,0,656,920,0,624,904,0,392,928,0,392,928,0,448,904,0
504,200,0,512,280,0,808,208,0,352,184,0,432,880,0,576,256,0,664,168,0,720,56,0,520,528,0,464,528,0,448,696,0,688,608,0,560,528,0,592,696,0,632,880,0,496,192,0,520,192,0,472,200,0,544,208,0,392,920,0,400,928,0,624,888,0,400,928,0,400,920,0,688,608,0
432,512,0,448,528,0,392,528,0,288,464,0,208,360,0,512,520,0,600,448,0,624,888,0,888,560,0,896,560,0,400,744,0,432,864,0,888,560,0,888,576,0,880,584,0,424,496,0,448,496,0,400,480,0,480,480,0,664,920,0,664,920,0,496,712,0,400,936,0,392,928,0,880,584,0
600,528,0,592,528,0,528,512,0,408,448,0,432,888,0,896,536,0,728,456,0,200,664,0,888,560,0,896,560,0,440,720,0,416,912,0,888,560,0,656,728,0,632,896,0,592,504,0,624,512,0,568,472,0,848,192,0,664,928,0,664,928,0,624,904,0,400,928,0,392,928,0,880,584,0
456,232,0,488,304,0,432,320,0,304,288,0,432,880,0,544,272,0,576,208,0,632,896,0,712,544,0,488,544,0,440,704,0,424,912,0,568,544,0,600,712,0,728,600,0,440,232,0,464,216,0,432,256,0,496,232,0,736,608,0,736,608,0,728,600,0,392,928,0,392,920,0,688,608,0
504,176,0,512,264,0,448,264,0,352,184,0,432,888,0,576,256,0,656,160,0,704,40,0,712,512,0,472,512,0,464,696,0,712,600,0,560,512,0,584,688,0,632,896,0,488,168,0,512,168,0,472,200,0,544,192,0,656,928,0,736,608,0,728,600,0,392,936,0,392,928,0,712,600,0
496,528,0,824,216,0,808,208,0,336,520,0,736,384,0,896,536,0,648,480,0,624,888,0,528,704,0,488,712,0,456,752,0,440,896,0,568,704,0,576,744,0,624,888,0,488,512,0,512,512,0,464,520,0,536,512,0,648,920,0,648,920,0,616,896,0,400,928,0,400,928,0,448,904,0
496,168,0,512,248,0,448,256,0,352,176,0,440,888,0,576,240,0,656,136,0,712,16,0,712,512,0,472,512,0,464,688,0,704,600,0,568,512,0,592,704,0,632,888,0,488,160,0,512,160,0,472,184,0,536,184,0,736,608,0,736,608,0,728,600,0,392,928,0,392,928,0,704,600,0
