528,232,0,536,304,0,472,312,0,728,552,0,304,160,0,600,296,0,680,224,0,744,152,0,224,408,0,224,408,0,224,432,0,744,152,0,232,408,0,232,432,0,744,144,0,512,224,0,544,224,0,488,240,0,568,240,0,680,616,0,736,616,0,896,664,0,680,616,0,688,616,0,688,616,0
536,232,0,536,304,0,464,304,0,376,224,0,304,152,0,600,304,0,680,232,0,752,144,0,768,552,0,760,552,0,472,696,0,456,872,0,784,552,0,608,696,0,632,864,0,512,224,0,552,224,0,488,240,0,568,240,0,664,896,0,672,896,0,616,872,0,664,896,0,656,904,0,464,880,0
536,416,0,528,472,0,464,472,0,376,416,0,296,336,0,600,472,0,688,400,0,768,312,0,552,656,0,504,664,0,416,728,0,456,872,0,592,648,0,664,720,0,632,856,0,520,408,0,552,408,0,496,416,0,576,416,0,664,904,0,672,896,0,616,864,0,664,904,0,656,904,0,464,880,0
528,504,0,536,544,0,464,544,0,368,496,0,280,432,0,600,536,0,688,480,0,768,400,0,544,704,0,496,704,0,408,728,0,456,872,0,584,704,0,680,720,0,632,864,0,512,488,0,552,488,0,488,496,0,568,488,0,664,904,0,664,896,0,616,872,0,664,904,0,656,904,0,464,872,0
528,248,0,528,320,0,464,320,0,736,520,0,736,544,0,600,312,0,680,240,0,752,160,0,768,552,0,760,552,0,464,704,0,456,872,0,784,552,0,592,632,0,632,864,0,512,232,0,544,240,0,496,248,0,568,256,0,664,896,0,672,896,0,616,880,0,408,912,0,408,904,0,464,880,0
528,232,0,528,304,0,464,304,0,368,232,0,296,152,0,376,560,0,680,232,0,752,144,0,384,584,0,392,584,0,480,696,0,456,872,0,376,584,0,592,688,0,632,864,0,512,216,0,544,224,0,488,240,0,568,240,0,664,896,0,664,896,0,616,880,0,408,912,0,408,904,0,464,880,0
528,344,0,384,560,0,392,560,0,392,376,0,288,264,0,376,560,0,680,344,0,288,256,0,384,592,0,392,584,0,392,608,0,456,864,0,376,592,0,648,712,0,632,864,0,512,328,0,544,328,0,488,336,0,568,344,0,664,896,0,672,896,0,616,872,0,664,904,0,656,904,0,464,872,0
528,512,0,536,544,0,464,552,0,368,504,0,280,432,0,600,544,0,688,488,0,776,400,0,544,712,0,496,712,0,408,728,0,456,864,0,584,704,0,672,720,0,632,864,0,512,496,0,544,496,0,488,496,0,568,496,0,664,896,0,672,896,0,616,872,0,664,904,0,656,904,0,464,872,0
536,264,0,528,328,0,792,552,0,376,272,0,688,616,0,608,328,0,680,264,0,760,168,0,536,528,0,504,528,0,456,696,0,456,872,0,576,536,0,624,696,0,632,864,0,808,520,0,552,248,0,800,520,0,568,272,0,664,896,0,664,896,0,616,872,0,408,912,0,408,904,0,464,880,0
528,232,0,528,304,0,464,304,0,368,232,0,304,160,0,600,304,0,688,224,0,752,144,0,384,584,0,392,584,0,480,704,0,456,872,0,376,584,0,600,696,0,632,864,0,512,224,0,544,224,0,488,240,0,568,240,0,664,896,0,664,896,0,624,872,0,664,896,0,648,904,0,464,880,0
536,352,0,384,560,0,392,560,0,408,392,0,768,264,0,376,560,0,680,360,0,296,272,0,384,584,0,392,584,0,424,720,0,456,864,0,376,584,0,656,712,0,632,864,0,520,336,0,552,336,0,496,352,0,568,352,0,664,896,0,672,896,0,616,872,0,664,904,0,656,904,0,464,872,0
536,504,0,536,552,0,464,552,0,368,512,0,288,440,0,608,544,0,688,496,0,784,416,0,544,712,0,496,712,0,408,728,0,456,864,0,584,712,0,672,712,0,632,864,0,520,488,0,552,488,0,496,496,0,576,488,0,664,904,0,664,896,0,616,872,0,656,904,0,656,904,0,464,872,0
536,256,0,384,560,0,392,560,0,368,256,0,304,176,0,376,560,0,656,288,0,760,168,0,384,592,0,392,592,0,464,704,0,456,864,0,376,592,0,728,576,0,632,856,0,520,248,0,552,248,0,496,256,0,568,264,0,664,896,0,672,896,0,616,872,0,408,904,0,408,904,0,464,872,0
528,240,0,384,560,0,392,560,0,368,232,0,304,160,0,376,560,0,688,232,0,752,152,0,384,584,0,392,584,0,480,696,0,456,872,0,376,584,0,592,688,0,632,856,0,512,224,0,544,224,0,496,240,0,568,240,0,664,896,0,664,896,0,624,872,0,408,904,0,408,904,0,464,880,0
536,320,0,536,384,0,392,560,0,408,360,0,760,232,0,376,560,0,664,352,0,288,240,0,384,584,0,392,584,0,432,712,0,456,872,0,376,584,0,648,712,0,632,864,0,520,312,0,552,312,0,496,320,0,568,328,0,664,904,0,672,896,0,616,872,0,408,904,0,408,904,0,464,880,0
536,528,0,536,568,0,464,568,0,368,528,0,280,464,0,600,560,0,688,512,0,776,432,0,536,728,0,488,720,0,408,720,0,456,864,0,584,728,0,672,712,0,632,864,0,520,512,0,552,512,0,496,520,0,568,520,0,664,904,0,672,896,0,616,872,0,664,904,0,656,904,0,464,872,0
528,312,0,528,376,0,464,376,0,368,320,0,304,248,0,824,544,0,656,344,0,296,240,0,536,568,0,496,576,0,448,704,0,456,872,0,576,568,0,640,704,0,632,856,0,512,304,0,544,296,0,496,312,0,560,312,0,664,904,0,664,896,0,624,872,0,408,904,0,408,904,0,464,880,0
536,240,0,536,312,0,464,312,0,368,240,0,312,168,0,608,304,0,680,240,0,752,160,0,768,544,0,752,544,0,488,696,0,456,872,0,776,544,0,592,688,0,624,856,0,520,224,0,552,232,0,496,248,0,568,240,0,664,896,0,664,896,0,616,880,0,408,904,0,408,904,0,464,880,0
528,264,0,528,320,0,464,320,0,360,256,0,296,176,0,600,320,0,680,256,0,760,176,0,536,536,0,496,536,0,456,704,0,456,872,0,576,536,0,616,704,0,632,864,0,512,248,0,544,248,0,488,256,0,568,256,0,664,896,0,664,896,0,616,872,0,664,896,0,656,904,0,464,880,0
520,496,0,528,536,0,464,544,0,360,504,0,272,432,0,608,528,0,688,488,0,776,400,0,560,712,0,504,704,0,400,736,0,456,864,0,600,704,0,672,728,0,632,864,0,504,480,0,536,480,0,488,488,0,560,480,0,664,896,0,664,896,0,464,872,0,664,904,0,656,904,0,624,872,0
528,392,0,528,448,0,456,448,0,368,416,0,688,616,0,608,440,0,688,392,0,768,304,0,712,616,0,704,616,0,432,720,0,632,872,0,712,616,0,656,712,0,632,864,0,512,376,0,544,376,0,488,384,0,568,392,0,664,896,0,672,896,0,464,872,0,672,896,0,656,904,0,616,880,0
528,232,0,528,304,0,464,304,0,408,280,0,296,160,0,600,304,0,680,232,0,752,152,0,536,512,0,496,512,0,480,704,0,456,872,0,568,512,0,592,696,0,632,856,0,512,224,0,544,224,0,496,240,0,568,240,0,664,896,0,664,896,0,624,872,0,408,912,0,408,904,0,464,880,0
